id gender height weight age
7723 M 177 79 44
7724 M 172 69 28
7725 M 189 71 29
7726 M 187 74 25
7727 M 170 81 26
7728 F 156 46 27
7729 M 189 77 48
7730 M 168 70 31
7731 F 160 47 36
7732 F 168 46 34
7733 M 173 88 44
7734 F 158 49 36
7735 M 186 84 31
7736 M 179 75 49
7737 F 168 48 21
7738 M 177 86 38
7739 F 174 48 35
7740 M 171 88 41
7741 F 167 49 33
7742 F 170 49 39
7743 F 168 45 20
7744 F 161 45 26
7745 M 176 81 45
7746 M 161 89 39
7747 F 166 48 23
7748 M 166 79 41
7749 M 185 63 29
7750 M 161 84 45
7751 F 158 46 30
7752 M 175 89 45
7753 F 173 48 29
7754 M 167 74 40
7755 F 170 49 31
7756 M 173 62 36
7757 M 182 72 41
7758 M 179 66 38
7759 M 174 71 30
7760 M 175 62 40
7761 F 168 47 28
7762 M 179 87 49
7763 M 178 63 35
7764 M 160 65 44
7765 M 161 89 39
7766 M 182 76 42
7767 M 179 69 34
7768 M 160 77 46
7769 M 172 77 25
7770 M 185 89 29
7771 M 163 71 37
7772 M 188 63 29
7773 F 157 47 32
7774 M 182 61 39
7775 M 189 72 42
7776 M 186 64 49
7777 M 160 64 32
7778 F 158 46 37
7779 M 181 80 25
7780 M 162 68 32
7781 M 176 89 40
7782 M 177 81 35
7783 F 163 45 29
7784 M 184 69 45
7785 F 164 47 31
7786 M 175 88 41
7787 M 186 80 47
7788 F 162 46 20
7789 M 166 72 32
7790 M 177 65 44
7791 M 166 71 43
7792 M 176 89 49
7793 M 182 86 49
7794 M 173 86 47
7795 M 179 69 47
7796 M 182 82 44
7797 M 168 62 41
7798 F 172 47 35
7799 M 166 63 39
7800 M 188 60 42
7801 F 167 47 32
7802 M 176 74 48
7803 M 170 81 40
7804 F 161 49 32
7805 M 168 74 39
7806 M 173 89 42
7807 M 171 88 47
7808 M 184 71 25
7809 F 158 49 31
7810 M 188 60 42
7811 F 155 47 31
7812 F 161 45 34
7813 M 189 72 48
7814 M 178 81 47
7815 M 165 60 38
7816 F 164 47 24
7817 M 186 76 46
7818 M 178 74 28
7819 F 157 45 24
7820 M 177 76 30
7821 F 174 47 35
7822 F 170 46 33
7823 M 161 77 33
7824 M 163 84 38
7825 F 159 49 39
7826 F 158 48 39
7827 M 162 69 47
7828 M 188 68 35
7829 M 183 64 41
7830 F 172 49 30
7831 M 180 88 32
7832 F 169 46 32
7833 M 187 89 34
7834 M 182 72 41
7835 M 165 71 43
7836 M 183 88 40
7837 F 170 48 22
7838 M 166 68 41
7839 M 173 63 47
7840 M 167 62 48
7841 M 183 60 34
7842 F 167 46 36
7843 M 166 68 32
7844 M 179 64 42
7845 M 172 68 47
7846 M 176 70 29
7847 F 164 46 26
7848 M 167 84 36
7849 M 165 85 36
7850 M 167 88 26
7851 F 165 46 24
7852 M 189 74 49
7853 M 183 60 28
7854 M 188 61 45
7855 F 173 46 31
7856 F 155 49 27
7857 F 168 45 20
7858 F 156 47 32
7859 M 169 71 38
7860 M 168 64 38
7861 M 160 62 46
7862 M 188 78 25
7863 F 161 49 20
7864 F 164 46 27
7865 M 169 62 45
7866 M 182 84 31
7867 M 188 81 37
7868 F 158 49 38
7869 F 156 47 33
7870 M 165 72 41
7871 M 188 81 32
7872 F 171 47 34
7873 M 188 64 34
7874 F 166 47 28
7875 M 179 69 39
7876 F 169 48 36
7877 M 171 75 35
7878 M 187 84 32
7879 M 169 69 38
7880 M 174 70 43
7881 M 173 70 40
7882 F 171 46 29
7883 M 179 75 33
7884 F 157 48 21
7885 F 169 49 27
7886 M 163 61 36
7887 F 167 48 36
7888 M 188 77 25
7889 M 168 79 38
7890 M 162 83 27
7891 M 188 72 27
7892 M 174 89 40
7893 M 177 72 40
7894 F 170 45 23
7895 M 189 64 49
7896 M 179 64 49
7897 F 172 49 29
7898 M 179 72 43
7899 M 165 88 40
7900 M 184 62 29
7901 M 182 81 32
7902 F 171 45 37
7903 M 166 79 33
7904 M 166 74 31
7905 F 156 49 23
7906 M 160 70 47
7907 F 170 46 28
7908 M 188 73 28
7909 F 156 47 27
7910 M 173 68 47
7911 M 174 67 26
7912 F 168 47 39
7913 F 174 47 26
7914 M 168 70 33
7915 M 167 67 29
7916 M 176 67 36
7917 M 184 80 44
7918 F 168 47 24
7919 F 157 48 38
7920 M 188 73 35
7921 M 187 82 39
7922 M 185 88 45
7923 M 172 86 49
7924 F 159 45 36
7925 M 164 63 34
7926 F 160 49 39
7927 M 173 80 40
7928 F 162 45 36
7929 F 159 47 32
7930 F 173 47 32
7931 M 188 77 37
7932 M 163 86 32
7933 M 180 64 29
7934 M 181 79 39
7935 F 167 48 22
7936 F 157 48 21
7937 F 170 47 32
7938 M 174 61 48
7939 F 165 45 37
7940 M 178 70 46
7941 F 162 46 20
7942 F 173 47 24
7943 F 158 45 23
7944 M 165 85 42
7945 M 173 84 36
7946 M 166 69 40
7947 M 166 84 25
7948 M 172 88 39
7949 F 164 46 25
7950 M 178 69 37
7951 M 165 70 40
7952 F 156 46 23
7953 F 159 46 35
7954 M 184 65 39
7955 M 171 76 46
7956 M 174 86 49
7957 F 156 48 24
7958 F 157 48 31
7959 F 174 45 20
7960 M 187 78 46
7961 M 168 84 48
7962 M 181 72 26
7963 M 185 68 42
7964 M 174 67 41
7965 M 163 81 47
7966 M 169 87 40
7967 F 172 48 28
7968 M 172 81 29
7969 F 159 47 34
7970 M 160 79 33
7971 F 169 48 22
7972 M 162 72 37
7973 M 170 82 46
7974 M 177 89 40
7975 M 165 65 46
7976 M 161 65 26
7977 F 162 46 24
7978 F 169 46 36
7979 M 164 62 43
7980 F 172 45 26
7981 F 159 48 31
7982 M 180 79 43
7983 M 181 89 49
7984 F 157 49 30
7985 M 176 84 37
7986 M 162 64 32
7987 M 167 70 35
7988 M 177 83 30
7989 M 180 68 39
7990 M 182 63 34
7991 F 158 45 36
7992 M 171 79 49
7993 M 171 85 25
7994 M 177 80 30
7995 F 161 45 36
7996 M 173 82 49
7997 F 170 49 27
7998 F 172 48 36
7999 M 164 63 47
8000 M 187 81 36
8001 M 176 66 30
8002 F 159 47 24
8003 M 185 82 45
8004 F 172 48 34
8005 M 166 87 45
8006 M 182 86 33
8007 F 158 47 28
8008 M 188 78 27
8009 F 172 48 29
8010 F 157 45 35
8011 M 177 83 36
8012 F 168 45 37
8013 M 178 67 32
8014 M 175 84 28
8015 M 165 61 46
8016 M 187 64 49
8017 M 160 84 30
8018 M 186 78 37
8019 M 160 82 48
8020 F 166 49 31
8021 M 166 85 41
8022 M 167 73 43
8023 M 180 69 43
8024 M 170 73 35
8025 M 176 87 26
8026 M 175 89 41
8027 M 175 62 28
8028 F 157 46 33
8029 M 183 61 36
8030 F 158 49 22
8031 M 171 67 27
8032 M 166 60 28
8033 M 173 65 48
8034 F 166 48 25
8035 F 173 49 33
8036 M 161 79 44
8037 M 167 83 29
8038 F 157 46 32
8039 M 167 65 28
8040 F 169 46 29
8041 M 180 61 30
8042 M 174 61 32
8043 F 166 49 29
8044 M 166 60 33
8045 F 165 48 31
8046 F 159 49 30
8047 M 167 82 27
8048 M 163 63 44
8049 M 188 75 30
8050 M 174 62 49
8051 M 162 63 43
8052 M 176 72 40
8053 M 186 84 44
8054 F 158 45 21
8055 M 183 76 42
8056 M 179 74 34
8057 F 156 49 32
8058 F 174 49 21
8059 M 166 64 39
8060 M 161 66 48
8061 F 163 45 30
8062 M 167 88 26
8063 F 157 46 31
8064 F 169 47 32
8065 M 162 64 40
8066 M 172 69 43
8067 M 165 63 41
8068 F 159 48 26
8069 M 165 85 31
8070 M 179 65 36
8071 M 170 85 37
8072 M 180 85 37
8073 F 170 47 25
8074 F 163 47 22
8075 M 178 75 46
8076 F 166 45 30
8077 M 164 84 48
8078 M 188 66 26
8079 M 164 79 42
8080 M 177 69 28
8081 M 162 82 30
8082 M 171 87 44
8083 F 167 49 33
8084 M 184 70 48
8085 M 174 68 35
8086 F 172 45 39
8087 M 179 78 29
8088 M 188 89 28
8089 M 179 82 43
8090 M 176 61 43
8091 F 158 49 36
8092 M 180 75 40
8093 M 180 61 32
8094 F 162 46 31
8095 M 164 86 36
8096 M 161 86 33
8097 F 163 45 20
8098 F 161 46 22
8099 M 161 65 29
8100 M 176 84 36
8101 M 163 73 30
8102 M 169 79 35
8103 M 162 74 34
8104 M 171 60 25
8105 F 155 46 21
8106 M 162 73 28
8107 M 183 85 48
8108 F 169 49 28
8109 M 170 83 32
8110 M 164 73 37
8111 M 168 78 49
8112 M 168 88 35
8113 F 158 45 24
8114 F 157 46 26
8115 F 155 49 37
8116 M 172 75 46
8117 F 169 47 27
8118 M 173 83 48
8119 M 187 73 40
8120 M 183 72 48
8121 M 173 83 35
8122 M 188 84 33
8123 M 186 80 28
8124 F 161 49 35
8125 M 175 65 30
8126 M 183 76 38
8127 M 182 79 36
8128 F 159 46 39
8129 M 161 63 43
8130 M 183 61 42
8131 M 176 66 31
8132 M 164 85 26
8133 F 169 46 39
8134 F 155 48 25
8135 F 165 48 23
8136 F 169 45 27
8137 M 161 84 36
8138 M 168 79 43
8139 M 161 74 26
8140 F 161 46 28
8141 M 177 82 43
8142 M 174 81 45
8143 F 157 47 33
8144 M 189 68 44
8145 M 167 83 42
8146 M 173 81 36
8147 M 163 89 38
8148 M 170 62 42
8149 F 159 45 22
8150 M 182 82 33
8151 M 168 74 31
8152 M 170 76 33
8153 F 163 48 33
8154 M 172 77 39
8155 M 172 80 43
8156 M 165 83 30
8157 F 173 46 37
8158 F 171 46 26
8159 M 160 85 25
8160 M 173 68 32
8161 M 179 72 27
8162 M 179 73 30
8163 F 172 46 39
8164 M 160 79 30
8165 M 183 82 34
8166 M 178 63 30
8167 M 186 69 45
8168 F 157 49 21
8169 F 169 48 35
8170 M 160 62 34
8171 M 172 65 47
8172 F 171 48 25
8173 M 187 69 37
8174 M 179 85 37
8175 F 159 47 33
8176 M 161 66 38
8177 F 170 46 20
8178 M 179 87 34
8179 M 167 87 29
8180 M 171 76 41
8181 M 176 83 48
8182 F 159 48 38
8183 F 160 48 24
8184 F 173 45 32
8185 M 187 65 39
8186 M 164 67 29
8187 M 179 75 47
8188 M 183 63 36
8189 M 178 78 27
8190 M 170 76 49
8191 M 184 78 49
8192 F 167 47 21
8193 F 172 49 21
8194 M 164 89 49
8195 F 159 48 26
8196 F 164 49 20
8197 M 169 63 44
8198 M 176 61 32
8199 M 187 67 32
8200 F 164 48 28
8201 M 162 73 45
8202 M 164 80 30
8203 M 181 65 31
8204 M 177 75 25
8205 M 171 70 37
8206 M 166 70 31
8207 F 174 46 29
8208 M 173 87 44
8209 F 164 46 35
8210 M 183 86 26
8211 F 158 48 27
8212 M 166 83 30
8213 M 188 89 36
8214 F 170 49 37
8215 M 180 64 37
8216 F 167 49 24
8217 M 177 67 39
8218 F 165 49 22
8219 M 168 71 48
8220 M 187 77 41
8221 F 161 49 25
8222 F 173 48 30
8223 M 179 69 41
8224 M 161 88 28
8225 F 167 46 22
8226 M 176 77 45
8227 M 186 86 36
8228 F 159 48 23
8229 M 160 61 47
8230 F 158 49 33
8231 F 167 47 39
8232 M 186 74 26
8233 M 188 77 41
8234 M 168 69 27
8235 M 170 70 33
8236 F 169 45 32
8237 F 163 45 37
8238 F 156 46 22
8239 M 177 69 47
8240 M 179 74 46
8241 M 181 71 28
8242 M 185 74 31
8243 F 174 48 28
8244 M 173 81 27
8245 M 173 83 45
8246 F 165 47 36
8247 F 167 47 36
8248 M 172 83 30
8249 M 187 60 45
8250 M 186 84 43
8251 M 167 89 34
8252 F 155 47 34
8253 F 155 49 26
8254 M 182 76 30
8255 M 184 76 36
8256 F 156 47 30
8257 F 173 47 32
8258 M 182 79 25
8259 M 162 78 26
8260 F 173 45 38
8261 M 182 88 34
8262 M 163 66 28
8263 M 160 84 32
8264 M 162 75 28
8265 M 172 88 36
8266 F 155 46 27
8267 M 182 71 41
8268 F 172 48 32
8269 M 182 67 37
8270 M 168 61 34
8271 M 161 74 46
8272 M 182 89 31
8273 M 178 70 49
8274 M 174 60 34
8275 M 177 60 26
8276 M 162 81 39
8277 M 164 70 27
8278 M 183 79 32
8279 F 172 46 35
8280 M 184 65 30
8281 F 161 48 31
8282 F 174 49 36
8283 F 170 46 37
8284 M 172 80 42
8285 M 184 78 43
8286 F 171 48 25
8287 M 160 61 27
8288 M 182 80 47
8289 M 167 70 31
8290 M 161 88 34
8291 M 164 68 43
8292 M 162 86 27
8293 F 166 48 26
8294 M 168 67 28
8295 M 178 86 32
8296 M 188 77 29
8297 M 173 71 49
8298 M 188 73 28
8299 M 173 79 30
8300 M 177 69 28
8301 M 168 69 31
8302 F 172 47 30
8303 M 172 84 32
8304 M 181 84 40
8305 M 171 79 33
8306 M 165 89 26
8307 M 167 74 46
8308 M 160 84 31
8309 F 174 47 37
8310 M 184 74 47
8311 M 182 61 42
8312 M 172 60 30
8313 F 166 49 30
8314 F 163 48 28
8315 M 160 80 34
8316 M 172 81 36
8317 M 179 71 25
8318 M 163 66 35
8319 M 167 60 26
8320 M 181 78 33
8321 F 158 46 39
8322 F 166 49 30
8323 M 172 79 27
8324 F 163 47 25
8325 M 180 83 40
8326 M 180 86 42
8327 M 187 64 34
8328 F 172 47 25
8329 F 168 48 23
8330 F 170 45 32
8331 M 188 89 27
8332 M 164 76 32
8333 M 188 80 30
8334 F 169 48 33
8335 F 156 45 24
8336 F 159 48 37
8337 M 170 87 40
8338 M 185 84 35
8339 F 166 45 33
8340 F 160 45 36
8341 F 171 47 39
8342 M 165 85 36
8343 M 163 75 31
8344 M 175 83 29
8345 F 165 46 25
8346 M 176 82 41
8347 F 172 47 21
8348 M 178 74 35
8349 M 160 80 25
8350 M 175 82 45
8351 F 157 46 30
8352 F 157 48 30
8353 M 173 70 34
8354 F 170 47 31
8355 F 163 48 30
8356 M 175 89 43
8357 M 166 64 40
8358 F 168 47 28
8359 M 186 68 40
8360 M 173 82 43
8361 M 160 88 44
8362 M 179 70 31
8363 M 169 60 37
8364 F 155 45 39
8365 M 175 74 41
8366 F 173 49 24
8367 M 183 85 43
8368 M 168 67 31
8369 M 165 66 33
8370 F 164 46 22
8371 F 162 45 39
8372 M 189 85 49
8373 M 179 73 39
8374 M 163 68 44
8375 M 173 63 40
8376 F 161 47 20
8377 F 165 46 39
8378 F 168 46 38
8379 F 156 46 30
8380 M 170 89 41
8381 M 175 67 44
8382 M 166 62 46
8383 F 158 47 20
8384 M 161 73 42
8385 M 178 65 41
8386 M 167 76 27
8387 M 160 70 31
8388 F 160 47 32
8389 F 157 46 24
8390 F 167 47 21
8391 F 173 45 36
8392 F 172 45 29
8393 M 171 64 28
8394 F 161 46 28
8395 M 170 82 34
8396 F 170 47 20
8397 M 189 60 28
8398 F 160 46 26
8399 M 175 77 39
8400 M 184 76 30
8401 M 189 78 47
8402 F 164 47 33
8403 F 166 47 36
8404 M 188 65 36
8405 M 160 85 36
8406 F 169 49 20
8407 M 178 67 49
8408 M 171 61 49
8409 F 171 49 20
8410 F 168 48 29
8411 M 184 88 26
8412 F 164 48 34
8413 M 184 69 31
8414 M 182 80 49
8415 M 168 71 39
8416 M 180 77 28
8417 M 160 88 35
8418 M 160 79 26
8419 M 176 89 25
8420 M 162 78 26
8421 F 173 46 23
8422 M 169 80 33
8423 F 165 49 38
8424 M 174 89 38
8425 F 173 46 30
8426 F 156 49 37
8427 M 171 76 32
8428 M 177 70 33
8429 M 178 79 40
8430 M 170 66 32
8431 M 186 73 45
8432 F 170 48 37
8433 F 171 46 30
8434 M 165 75 29
8435 M 189 73 28
8436 M 188 75 47
8437 M 175 77 30
8438 M 176 78 45
8439 M 165 69 30
8440 F 165 46 30
8441 F 164 47 24
8442 M 187 70 41
8443 M 180 68 39
8444 F 172 45 38
8445 M 166 66 31
8446 F 166 49 34
8447 F 157 47 33
8448 M 172 87 33
8449 F 168 45 39
8450 F 160 47 24
8451 M 186 83 34
8452 M 165 89 46
8453 M 162 65 37
8454 F 168 47 26
8455 M 169 85 27
8456 F 170 48 21
8457 F 167 45 37
8458 M 167 60 47
8459 F 171 48 37
8460 F 166 46 36
8461 M 182 77 38
8462 M 179 60 35
8463 F 159 48 36
8464 M 168 89 25
8465 M 168 70 40
8466 M 180 88 35
8467 M 185 89 34
8468 M 167 79 25
8469 M 171 70 28
8470 F 161 48 33
8471 M 174 78 42
8472 F 167 48 35
8473 M 169 68 46
8474 M 173 60 40
8475 F 170 47 28
8476 F 162 49 34
8477 M 176 83 28
8478 M 184 77 39
8479 M 169 66 33
8480 M 173 70 36
8481 M 186 78 37
8482 M 179 65 49
8483 M 185 64 48
8484 F 171 49 31
8485 F 163 45 37
8486 F 169 47 39
8487 M 164 79 42
8488 F 168 49 31
8489 F 161 45 29
8490 M 168 77 47
8491 M 181 76 33
8492 F 168 47 24
8493 M 186 81 44
8494 M 180 67 30
8495 M 160 69 25
8496 F 157 48 28
8497 M 166 75 34
8498 F 162 47 30
8499 M 182 86 25
8500 F 157 49 31
8501 M 186 87 28
8502 M 178 65 36
8503 M 162 72 37
8504 F 174 47 35
8505 M 160 80 42
8506 M 183 76 42
8507 M 179 62 45
8508 M 176 75 36
8509 F 174 45 36
8510 M 160 71 46
8511 M 165 72 40
8512 M 178 62 28
8513 M 167 80 31
8514 M 179 71 38
8515 M 176 73 35
8516 F 161 49 20
8517 M 188 81 36
8518 M 164 80 39
8519 M 161 66 28
8520 M 186 86 34
8521 F 163 45 22
8522 F 158 48 36
8523 M 172 80 39
8524 M 175 64 39
8525 F 155 46 31
8526 F 161 46 33
8527 M 162 71 35
8528 M 176 61 29
8529 M 183 70 42
8530 M 181 79 45
8531 M 169 83 44
8532 M 161 73 43
8533 F 162 47 39
8534 M 180 75 38
8535 F 171 48 24
8536 M 184 85 34
8537 M 174 68 30
8538 M 171 68 41
8539 M 172 71 34
8540 F 167 47 38
8541 M 179 64 33
8542 M 180 75 40
8543 F 164 45 35
8544 F 155 47 39
8545 M 180 62 48
8546 M 189 81 44
8547 M 183 77 28
8548 M 186 69 38
8549 M 162 78 25
8550 M 170 74 27
8551 M 189 72 47
8552 F 170 46 24
8553 M 186 84 31
8554 M 185 62 29
8555 M 187 68 43
8556 M 173 73 25
8557 M 180 66 32
8558 M 163 61 30
8559 M 177 65 38
8560 F 165 48 22
8561 M 173 86 49
8562 F 166 47 39
8563 F 173 46 24
8564 M 176 71 49
8565 M 185 66 46
8566 M 163 84 25
8567 M 169 61 30
8568 M 172 65 41
8569 F 170 47 35
8570 M 165 74 35
8571 M 184 83 42
8572 M 185 84 27
8573 M 188 74 31
8574 M 163 87 26
8575 M 178 77 35
8576 M 172 76 32
8577 M 170 60 49
8578 M 185 62 32
8579 M 165 81 46
8580 M 185 82 37
8581 F 156 46 24
8582 M 182 81 26
8583 F 161 48 22
8584 M 172 68 32
8585 M 186 84 37
8586 F 160 46 28
8587 M 172 69 45
8588 M 170 62 43
8589 M 176 78 27
8590 F 158 47 35
8591 M 183 80 33
8592 F 158 47 35
8593 M 166 69 33
8594 M 187 67 45
8595 M 180 78 43
8596 M 165 71 26
8597 M 166 68 32
8598 M 167 66 33
8599 M 174 85 34
8600 F 164 46 22
8601 F 167 48 34
8602 F 158 49 20
8603 M 184 74 32
8604 M 166 69 49
8605 M 185 76 35
8606 M 168 68 27
8607 M 171 89 32
8608 M 180 60 39
8609 M 174 62 44
8610 M 160 82 42
8611 M 185 62 26
8612 M 174 65 36
8613 M 161 87 43
8614 M 160 73 47
8615 F 158 47 25
8616 F 158 49 31
8617 M 179 77 27
8618 M 164 73 37
8619 M 177 81 42
8620 M 168 64 35
8621 F 158 46 23
8622 M 188 62 26
8623 M 189 80 48
8624 M 168 73 37
8625 M 161 68 39
8626 M 179 85 33
8627 M 184 63 47
8628 M 164 74 32
8629 M 171 68 25
8630 M 186 69 47
8631 M 168 77 43
8632 M 176 80 42
8633 F 174 45 28
8634 F 166 48 29
8635 F 168 46 31
8636 M 177 62 49
8637 M 169 65 41
8638 M 162 76 38
8639 M 181 77 27
8640 M 163 80 28
8641 M 174 68 37
8642 F 172 47 35
8643 M 169 63 38
8644 M 171 75 44
8645 M 171 87 41
8646 M 164 64 26
8647 M 164 65 35
8648 M 176 86 33
8649 M 185 87 36
8650 M 166 88 40
8651 F 167 49 39
8652 F 157 46 30
8653 M 182 84 46
8654 M 166 61 27
8655 M 189 81 49
8656 M 172 87 42
8657 F 169 49 24
8658 M 172 76 30
8659 M 178 70 37
8660 F 169 49 37
8661 F 166 49 22
8662 M 173 77 45
8663 F 169 45 29
8664 M 165 88 40
8665 F 158 47 21
8666 M 187 88 38
8667 M 175 82 35
8668 F 171 48 29
8669 M 178 72 40
8670 M 166 84 49
8671 M 165 71 43
8672 M 170 82 49
8673 F 173 49 37
8674 M 187 87 40
8675 F 169 48 39
8676 F 164 49 29
8677 F 169 47 26
8678 M 162 70 35
8679 M 160 75 36
8680 M 169 66 39
8681 M 176 64 39
8682 F 162 47 35
8683 M 160 64 32
8684 M 183 67 47
8685 M 176 63 40
8686 F 159 47 35
8687 F 157 47 22
8688 M 160 80 46
8689 M 167 66 36
8690 M 169 89 45
8691 M 163 65 26
8692 M 173 89 25
8693 F 155 48 22
8694 M 186 78 28
8695 M 174 87 30
8696 M 178 80 29
8697 M 170 77 40
8698 M 181 86 41
8699 F 172 46 31
8700 F 170 46 38
8701 M 160 82 40
8702 F 167 48 27
8703 M 182 70 47
8704 M 186 60 42
8705 M 167 74 33
8706 M 189 88 33
8707 M 172 62 29
8708 F 159 45 21
8709 M 166 70 29
8710 F 160 45 39
8711 M 188 75 39
8712 F 158 46 39
8713 F 167 47 26
8714 F 169 45 33
8715 F 164 47 24
8716 M 163 78 42
8717 F 174 45 35
8718 M 179 77 44
8719 F 169 46 38
8720 M 172 83 28
8721 F 167 45 30
8722 M 165 82 47
8723 M 161 84 31
8724 M 173 88 41
8725 M 172 63 33
8726 M 175 80 26
8727 M 168 61 25
8728 M 161 63 45
8729 M 168 61 33
8730 F 174 49 34
8731 M 176 64 33
8732 F 171 47 35
8733 M 169 79 42
8734 M 162 85 25
8735 M 176 80 33
8736 M 184 79 45
8737 F 169 48 21
8738 M 165 71 27
8739 F 174 46 31
8740 M 160 89 25
8741 M 162 61 41
8742 F 171 47 30
8743 F 158 49 24
8744 M 174 85 38
8745 F 172 47 39
8746 M 176 85 27
8747 F 173 49 32
8748 M 172 82 34
8749 M 179 63 40
8750 M 165 82 41
8751 F 173 47 21
8752 F 168 49 36
8753 F 174 47 27
8754 F 172 48 25
8755 M 186 66 44
8756 F 163 47 26
8757 F 167 47 28
8758 M 174 67 43
8759 M 185 75 40
8760 M 162 78 29
8761 M 188 78 37
8762 F 156 47 38
8763 M 168 74 31
8764 M 163 71 26
8765 M 181 86 49
8766 F 160 47 39
8767 M 182 80 26
8768 M 171 83 25
8769 M 161 77 27
8770 M 174 86 37
8771 M 169 79 44
8772 F 158 47 28
8773 M 162 78 42
8774 M 189 84 41
8775 M 175 61 37
8776 F 168 49 23
8777 M 183 88 36
8778 M 188 73 40
8779 F 164 45 37
8780 M 171 85 44
8781 M 185 77 37
8782 F 161 48 38
8783 F 158 46 21
8784 M 186 64 38
8785 M 168 87 36
8786 M 175 89 42
8787 F 161 48 36
8788 F 171 48 30
8789 M 171 62 49
8790 M 164 79 47
8791 M 165 65 27
8792 F 155 45 31
8793 F 167 49 36
8794 M 160 87 43
8795 F 167 47 28
8796 M 179 81 38
8797 F 165 46 32
8798 M 187 76 41
8799 M 180 65 48
8800 F 159 49 27
8801 F 165 47 29
8802 M 187 79 32
8803 M 162 80 45
8804 M 189 80 25
8805 M 170 74 43
8806 M 164 88 40
8807 M 166 84 26
8808 M 179 63 33
8809 F 172 48 30
8810 M 183 75 42
8811 F 174 47 20
8812 M 182 65 43
8813 M 160 64 44
8814 F 165 46 20
8815 F 167 45 36
8816 M 164 83 44
8817 M 181 62 39
8818 M 184 72 25
8819 M 181 67 46
8820 F 171 48 29
8821 F 168 49 27
8822 M 169 66 43
8823 M 178 86 41
8824 M 171 75 39
8825 M 179 78 28
8826 M 188 79 45
8827 F 155 47 31
8828 M 184 85 38
8829 M 179 83 34
8830 M 181 65 46
8831 F 170 48 31
8832 F 172 48 34
8833 M 174 85 49
8834 M 184 79 45
8835 M 182 84 49
8836 F 160 46 39
8837 F 163 47 24
8838 M 179 65 46
8839 F 156 45 34
8840 M 187 68 41
8841 M 167 68 49
8842 M 183 70 45
8843 M 188 79 25
8844 M 169 80 33
8845 M 161 80 46
8846 M 179 83 25
8847 F 173 49 39
8848 F 167 49 39
8849 M 174 60 48
8850 M 181 74 31
8851 M 169 74 27
8852 F 173 46 28
8853 M 168 88 46
8854 F 164 47 38
8855 F 160 49 24
8856 M 168 78 47
8857 M 164 80 45
8858 M 167 86 27
8859 M 176 79 40
8860 M 180 72 46
8861 M 179 60 36
8862 M 165 85 29
8863 F 162 45 35
8864 M 165 74 35
8865 M 177 67 29
8866 M 174 70 40
8867 F 156 47 26
8868 M 189 83 36
8869 F 173 48 35
8870 M 174 89 35
8871 F 174 46 27
8872 M 182 63 39
8873 M 183 85 49
8874 M 189 67 28
8875 M 171 69 40
8876 M 188 62 42
8877 F 163 45 30
8878 M 162 88 26
8879 M 166 73 40
8880 M 164 76 37
8881 M 181 62 27
8882 M 172 74 37
8883 M 160 88 28
8884 M 166 63 37
8885 M 183 77 48
8886 M 189 64 48
8887 M 162 67 46
8888 M 164 69 30
8889 F 169 47 38
8890 M 188 73 29
8891 M 166 73 29
8892 M 167 65 49
8893 M 164 76 27
8894 F 156 46 28
8895 M 165 61 27
8896 M 179 86 44
8897 M 171 83 41
8898 M 182 81 44
8899 M 181 70 36
8900 M 179 77 45
8901 M 178 69 27
8902 F 173 48 31
8903 M 172 81 41
8904 M 166 76 49
8905 M 162 71 44
8906 M 172 67 27
8907 F 166 47 24
8908 F 158 46 34
8909 M 165 79 39
8910 F 173 49 36
8911 M 173 60 44
8912 F 164 46 36
8913 M 176 60 35
8914 M 188 85 35
8915 M 166 86 41
8916 F 163 49 38
8917 F 166 47 37
8918 F 156 45 21
8919 M 178 81 37
8920 M 186 67 31
8921 F 159 45 32
8922 M 162 70 38
8923 F 159 45 27
8924 F 172 45 22
8925 F 163 49 23
8926 M 163 71 49
8927 F 172 45 34
8928 M 163 86 34
8929 F 166 45 23
8930 M 170 76 36
8931 M 176 73 30
8932 M 171 64 26
8933 M 165 82 33
8934 M 161 69 33
8935 M 182 75 25
8936 F 171 47 33
8937 F 167 48 26
8938 M 182 85 33
8939 M 176 80 30
8940 M 182 83 46
8941 M 177 74 34
8942 F 161 45 36
8943 F 161 46 35
8944 M 168 63 34
8945 M 165 62 37
8946 M 182 80 32
8947 M 183 86 33
8948 M 178 66 32
8949 F 169 48 33
8950 F 158 45 30
8951 M 186 75 46
8952 F 172 45 28
8953 M 177 79 38
8954 M 169 72 41
8955 M 180 75 44
8956 F 170 45 32
8957 M 185 80 30
8958 M 167 69 29
8959 M 167 63 39
8960 F 169 45 34
8961 M 178 79 44
8962 M 169 72 41
8963 F 169 46 38
8964 M 169 88 38
8965 M 188 66 46
8966 F 166 46 29
8967 M 186 71 35
8968 M 187 65 44
8969 M 181 70 39
8970 F 169 45 32
8971 M 178 68 27
8972 M 174 89 36
8973 M 165 70 37
8974 F 161 48 31
8975 M 172 81 44
8976 M 182 89 25
8977 M 179 87 33
8978 M 164 80 32
8979 M 177 83 25
8980 M 177 65 42
8981 M 181 82 47
8982 M 162 86 45
8983 M 189 61 40
8984 M 189 84 47
8985 M 183 66 26
8986 F 157 45 20
8987 F 163 46 35
8988 M 177 87 36
8989 M 163 74 44
8990 M 180 62 41
8991 F 165 48 31
8992 F 159 48 24
8993 M 188 82 36
8994 M 188 87 36
